,loss,mae,val_loss,val_mae
0,0.10306191444396973,0.2568792998790741,0.09425995498895645,0.30387911200523376
1,0.06883835047483444,0.21201129257678986,0.07743706554174423,0.2744356393814087
2,0.04084121063351631,0.17599688470363617,0.19809775054454803,0.44259703159332275
3,0.033359821885824203,0.1394454687833786,0.18924643099308014,0.43263131380081177
4,0.024441974237561226,0.11039015650749207,0.08065328747034073,0.2805825173854828
5,0.028183013200759888,0.1292266994714737,0.05862456187605858,0.23814959824085236
6,0.017623811960220337,0.10520477592945099,0.06681975722312927,0.2547753155231476
7,0.017272964119911194,0.09790415316820145,0.072787344455719,0.26600825786590576
8,0.014360801316797733,0.09641747176647186,0.06033052131533623,0.24133020639419556
9,0.01547918375581503,0.08993066102266312,0.044048432260751724,0.20463652908802032
10,0.01348765566945076,0.09364456683397293,0.028665900230407715,0.16274382174015045
11,0.015343082137405872,0.08696135878562927,0.034454043954610825,0.17929908633232117
12,0.012395177036523819,0.08231469988822937,0.04158399626612663,0.19770842790603638
13,0.012766330502927303,0.07387746125459671,0.03761120140552521,0.18648776412010193
14,0.010224583558738232,0.07770874351263046,0.044123437255620956,0.20212650299072266
15,0.009231514297425747,0.07574396580457687,0.04352210462093353,0.1999731957912445
16,0.007543204817920923,0.06803571432828903,0.03510665148496628,0.17693668603897095
17,0.008190675638616085,0.07033347338438034,0.0367988683283329,0.1808783859014511
18,0.012690117582678795,0.08042197674512863,0.03885093703866005,0.18560852110385895
19,0.010736753232777119,0.0700189471244812,0.041241422295570374,0.19132684171199799
20,0.009027826599776745,0.06964316964149475,0.027749868109822273,0.15261231362819672
21,0.011282621882855892,0.08114100247621536,0.049988605082035065,0.2119142860174179
22,0.01078779622912407,0.07806283980607986,0.04478912055492401,0.19756245613098145
23,0.007844296284019947,0.06406981498003006,0.029772860929369926,0.15326467156410217
24,0.007449597120285034,0.06999395787715912,0.016409993171691895,0.10528514534235
25,0.006893606390804052,0.062226153910160065,0.04374721273779869,0.19024810194969177
26,0.011233299039304256,0.0857081413269043,0.030539464205503464,0.15107761323451996
27,0.00808355025947094,0.07299728691577911,0.0293835811316967,0.14597159624099731
28,0.008990257047116756,0.06947941333055496,0.06279843300580978,0.23195934295654297
29,0.010521654970943928,0.0785684734582901,0.029760010540485382,0.14479225873947144
30,0.00696941465139389,0.06467702239751816,0.025630701333284378,0.13289232552051544
31,0.00921101588755846,0.07005488127470016,0.04316803812980652,0.18494898080825806
32,0.004081529099494219,0.052006687968969345,0.03497442975640297,0.1615423709154129
33,0.007309225387871265,0.06431277096271515,0.02870899625122547,0.14215582609176636
34,0.008142161183059216,0.06558280438184738,0.035764943808317184,0.1644303947687149
35,0.00878196395933628,0.06945928186178207,0.028884774073958397,0.14153286814689636
36,0.005795478820800781,0.056449808180332184,0.0393591970205307,0.16964803636074066
37,0.007924098521471024,0.06872395426034927,0.03453085198998451,0.15392665565013885
38,0.0063232555985450745,0.06183811277151108,0.04725098982453346,0.18952466547489166
39,0.006843394134193659,0.0591866709291935,0.03199656307697296,0.1489594578742981
40,0.005561601836234331,0.05773629993200302,0.037130679935216904,0.16218949854373932
41,0.008462455123662949,0.06612568348646164,0.052748266607522964,0.20401789247989655
42,0.008380823768675327,0.06858955323696136,0.04463423416018486,0.1849060207605362
43,0.006344957277178764,0.06088198348879814,0.05514293536543846,0.21128755807876587
44,0.009665686637163162,0.07144281268119812,0.058929041028022766,0.21974968910217285
